patent_id,citation_patent_id,fwd_cit_bwd
6277084,4733665,0
6277104,3953566,0
6277334,4415732,0
6277337,4683195,0
6277382,4683195,0
6277504,4539507,0
6277557,5061620,0
6277570,4965188,0
6277573,4683195,0
6277591,4736866,0
6277592,4237224,0
6277638,4965188,0
6277639,4237224,0
6277648,4925572,0
6277971,4816397,0
6277971,4816567,0
6278038,4683195,0
6278236,4356429,0
6278236,4539507,0
6278290,4870302,0
6278434,4136359,0
6278726,4901307,0
6278728,4438511,0
6279349,3994711,0
6280034,5751384,0
6280355,3999756,0
6280860,4539507,0
6280861,4539507,0
6280929,4683195,0
6280930,4683195,0
6280938,4683195,0
6280947,4683195,0
6280952,4683195,0
6281411,4708818,0
6281632,5471515,0
6281822,5103459,0
6281881,4464652,0
6282013,4053845,0
6282013,4704583,0
6282013,4784135,0
6282228,5103459,0
6282231,5572218,0
6282295,4405829,0
6282327,4136359,0
6282362,4131919,0
6282362,4405829,0
6282442,4744360,0
6282689,5297148,0
6282699,4901221,0
6283997,4575330,0
6284395,5290393,0
6284435,4539507,0
6284466,4683195,0
6284505,4683195,0
6284525,4965188,0
6285490,5061049,0
6285655,5103459,0
6285745,4371752,0
6285780,4641349,0
6285807,6023540,0
6286017,4901221,0
6286036,5103459,0
6286756,5291560,0
6287296,4784135,0
6287320,4733665,0
6287329,4733665,0
6287330,4733665,0
6287331,4733665,0
6287333,4733665,0
6287713,4539507,0
6287717,3953566,0
6287769,4683195,0
6287769,4965188,0
6287779,4683195,0
6287823,4683195,0
6287823,4965188,0
6287824,4965188,0
6287861,4965188,0
6288568,4870302,0
6288570,4870302,0
6288829,5061049,0
6288830,5061049,0
6288945,5297148,0
6289067,5103459,0
6289099,4901307,0
6289113,4641349,0
6289113,5291560,0
6289229,4472728,0
6289494,4870302,0
6289568,4733665,0
6289642,5194299,0
6290485,4733665,0
6290496,4784135,0
6290571,5046022,0
6290721,4733665,0
6290728,4733665,0
6290729,4733665,0
6290731,4733665,0
6290801,5194299,0
6290831,4683195,0
6290954,4816567,0
6290957,4816567,0
6291116,4539507,0
6291126,4539507,0
6291158,4683195,0
6291158,4816397,0
6291158,4889818,0
6291158,4965188,0
6291159,4683195,0
6291159,4816397,0
6291160,4683195,0
6291160,4816397,0
6291161,4683195,0
6291161,4816397,0
6291161,4889818,0
6291161,4965188,0
6291164,4683195,0
6291164,4965188,0
6291170,4415732,0
6291170,4683195,0
6291187,4965188,0
6291212,4816397,0
6291212,4816567,0
6291225,4708818,0
6291280,5471515,0
6291643,4736866,0
6291643,4816567,0
6291646,4816397,0
6291646,4816567,0
6291650,4816397,0
6292018,4870302,0
6292022,4870302,0
6292113,4464652,0
6292476,4901307,0
6292476,5103459,0
6292539,5181198,0
6292547,4371752,0
6292547,4405829,0
6292568,4405829,0
6292749,5572218,0
6292850,5297148,0
6292868,5297148,0
6292895,4405829,0
6292920,4901307,0
6293676,4017168,0
6293959,4733665,0
6293967,4733665,0
6293999,4310440,0
6294323,4683195,0
6294323,4965188,0
6294326,4683195,0
6294336,4683195,0
6294338,4683195,0
6294643,4757128,0
6294655,4683195,0
6294655,4965188,0
6295288,4901307,0
6295464,5046022,0
6296603,4733665,0
6296617,4469099,0
6296660,4733665,0
6296661,4733665,0
6296688,4310440,0
6296807,4708818,0
6297014,4683195,0
6297018,4599315,0
6297027,4237224,0
6297053,4816567,0
6297053,4965188,0
6297070,5471515,0
6297226,4683195,0
6297355,4237224,0
6297492,5471515,0
6297665,4870302,0
6297940,4300182,0
6298051,4901307,0
6298051,5103459,0
6298114,3965357,0
6298137,4405829,0
6298442,4405829,0
6298445,4405829,0
6298446,4405829,0
6299306,4641349,0
6299306,5291560,0
6299597,4733665,0
6299629,4469099,0
6299905,4757128,0
6300066,4683195,0
6300076,4683195,0
6300077,4683195,0
6300099,4816397,0
6300099,4816567,0
6300129,5939598,0
6300294,5061049,0
6300474,4683195,0
6300486,4415732,0
6300793,4870302,0
6300929,5751384,0
6301286,5103459,0
6301369,5103459,0
6301376,5291560,0
6301397,4437122,0
6301476,4901307,0
6301635,5297148,0
6302876,5108388,0
6302905,4733665,0
6302906,4733665,0
6303294,4683195,0
6303304,4683195,0
6303305,4683195,0
6303306,4683195,0
6303313,4683195,0
6303341,4736866,0
6303344,4965188,0
6303595,4314081,0
6303749,4816567,0
6303841,4310440,0
6303848,4415732,0
6303848,4683195,0
6303942,4115914,0
6304239,5132826,0
6304263,5061049,0
6304485,5297148,0
6304546,4438511,0
6304562,4901307,0
6304562,5103459,0
6304563,4901307,0
6304563,5103459,0
6304658,4405829,0
6304658,4799258,0
6304755,4901307,0
6304759,5103459,0
6304893,5272628,0
6305436,4733665,0
6305769,4575330,0
6306074,4733665,0
6306128,5595568,0
6306454,4925572,0
6306588,5413908,0
6306593,4965188,0
6306599,4415732,0
6306607,4415732,0
6306628,4683195,0
6306658,4901221,0
6306659,5171534,0
6307566,4136359,0
6307849,4901307,0
6307954,4641349,0
6307954,5291560,0
6308148,4438511,0
6308219,4438511,0
6309069,5291560,0
6309402,4733665,0
6309411,4733665,0
6309412,4733665,0
6309413,4733665,0
6309415,4733665,0
6309550,3953566,0
6309635,4391797,0
6309635,4757128,0
6309646,4459286,0
6309818,4599315,0
6309822,4965188,0
6309823,4683195,0
6309833,4683195,0
6309840,4965188,0
6309848,4683195,0
6309853,4816567,0
6309874,4683195,0
6309883,4965188,0
6310034,4736866,0
6310250,4314081,0
6310251,4314081,0
6310366,5471515,0
6310642,5471515,0
6310673,5132826,0
6310673,5751384,0
6310856,4901307,0
6310869,4901307,0
6310869,5103459,0
6310886,4063220,0
6310966,4405829,0
6310966,4641349,0
6311149,4901221,0
6311290,5297148,0
6311895,5471515,0
6312304,5961804,0
6312460,4733665,0
6312684,4736866,0
6312894,4683195,0
6312902,4683195,0
6312941,4683195,0
6313068,5518988,0
6313350,4314081,0
6313373,4683195,0
6313411,3953566,0
6313457,5471515,0
6313836,4901221,0
6314190,4405829,0
6314289,5103459,0
6314366,5103459,0
6314469,6108703,0
6315669,5184830,0
6315791,4733665,0
6315851,5194299,0
6316130,4539507,0
6316153,4575330,0
6316192,4683195,0
6316198,4683195,0
6316201,5171534,0
6316202,4683195,0
6316229,4965188,0
6316552,4575330,0
6316672,4314081,0
6317112,5061049,0
6317135,5297148,0
6317154,5471515,0
6317363,5297148,0
6317364,5297148,0
6317420,4901307,0
6317452,4901307,0
6317452,5103459,0
6317453,4901307,0
6317484,4371752,0
6317488,4405829,0
6317505,5103459,0
6317544,5291560,0
6317686,5960411,0
6317812,5297148,0
6318868,4229761,0
6319247,5108388,0
6319275,4733665,0
6319499,4816567,0
6319693,4683195,0
6319713,4816567,0
6319713,4965188,0
6319713,6153410,0
6319714,6153410,0
6320412,4870302,0
6320610,4641349,0
6320610,5291560,0
6320616,5471515,0
6320617,5471515,0
6320851,4901307,0
6320897,4901307,0
6320897,5103459,0
6320945,5297148,0
6320973,4641349,0
6320973,5291560,0
6320974,5291560,0
6321211,5960411,0
6321366,4870302,0
6322447,5184830,0
6322555,4784135,0
6322555,5108388,0
6322709,4925572,0
6322797,4757128,0
6322847,4391797,0
6322928,5389472,0
6322970,4683195,0
6322997,4816567,0
6323009,4965188,0
6323021,3983140,0
6323030,4816567,0
6323030,4965188,0
6323323,4816397,0
6323323,4816567,0
6323682,4870302,0
6323989,5961804,0
6323989,6124851,0
6324006,5061049,0
6324171,5103459,0
6324191,4704583,0
6324191,4784135,0
6324208,5103459,0
6324418,4472728,0
6324503,4901307,0
6324503,5103459,0
6324524,5960411,0
6324537,4135240,0
6325279,5527628,0
6325825,4733665,0
6325826,4733665,0
6325961,4575330,0
6325973,4539507,0
6326004,5179017,0
6326141,5179017,0
6326143,4683195,0
6326173,4683195,0
6326205,5061620,0
6326230,5471515,0
6326478,4415732,0
6326479,4415732,0
6326527,4708818,0
6326652,5471515,0
6326949,4464652,0
6327093,5751384,0
6327251,4438511,0
6327264,4063220,0
6327297,4901307,0
6327297,5103459,0
6327410,6023540,0
6327534,4901307,0
6327639,5297148,0
6327661,4405829,0
6328217,4405829,0
6328859,4295173,0
6329086,4356429,0
6329150,4965188,0
6329178,4889818,0
6329179,4683195,0
6329198,4683195,0
6329508,4816567,0
6329574,4708818,0
6329667,4356429,0
6329839,4870302,0
6329971,5132826,0
6330018,5061049,0
6330272,5103459,0
6330335,5103459,0
6330427,5960411,0
6330532,4901307,0
6330532,5103459,0
6330550,5960411,0
6330568,5272628,0
6330602,6108703,0
6330618,5272628,0
6331158,5102853,0
6331185,4733665,0
6331188,3953566,0
6331188,4733665,0
6331351,3953566,0
6331398,4683195,0
6331406,5061620,0
6331415,4237224,0
6331415,4816397,0
6331415,4816567,0
6331438,4539507,0
6331665,4708818,0
6331863,4464652,0
6331865,6108703,0
6332025,4405829,0
6332044,4437122,0
6332082,4371752,0
6332134,5960411,0
6332193,4641349,0
6332193,5291560,0
6333159,4683195,0
6333174,4237224,0
6333195,4683195,0
6333205,5471515,0
6333212,5297148,0
6333405,4816397,0
6333447,4736866,0
6333988,4641349,0
6333988,5291560,0
6334134,5103459,0
6334219,4438511,0
6334683,4641349,0
6334683,4784135,0
6334683,5108388,0
6334851,4784135,0
6334868,4733665,0
6334871,4733665,0
6334881,3953566,0
6334905,5527628,0
6335013,4683195,0
6335013,4965188,0
6335158,4683195,0
6335160,4816567,0
6335160,4965188,0
6335160,6153410,0
6335167,4683195,0
6335178,4683195,0
6335437,4415732,0
6335439,4415732,0
6335922,4901307,0
6335922,5103459,0
6335924,5103459,0
6336916,4925572,0
6336916,4925572,0
6336937,3953566,0
6336937,3953566,0
6337026,4925572,0
6337026,4925572,0
6337072,4683195,0
6337072,4683195,0
6337072,4965188,0
6337072,4965188,0
6337492,4539507,0
6337492,4539507,0
6338104,5297148,0
6338104,5297148,0
6338106,4870302,0
6338106,4870302,0
6338679,5184830,0
6338679,5184830,0
6338735,4733665,0
6338735,4733665,0
6338942,5061620,0
6338942,5061620,0
6339014,5290393,0
6339014,5290393,0
6339290,4356429,0
6339290,4356429,0
6339590,5103459,0
6339590,4901307,0
6339590,5103459,0
6339590,4901307,0
6339611,4901307,0
6339611,4901307,0
6339824,4405829,0
6339824,4405829,0
6340297,4575330,0
6340297,4575330,0
6340674,4736866,0
6340674,4736866,0
6340864,5471515,0
6340864,5471515,0
6341085,5297148,0
6341085,5297148,0
6341170,4641349,0
6341170,4641349,0
6341353,5960411,0
6341353,5960411,0
6342059,4733665,0
6342059,4733665,0
6342066,4733665,0
6342066,4733665,0
6342067,4733665,0
6342067,4733665,0
6342068,4733665,0
6342068,4733665,0
6342351,4816567,0
6342351,4816567,0
6342351,4816397,0
6342351,4816397,0
6342369,4736866,0
6342369,4816567,0
6342369,4736866,0
6342369,4816567,0
6342383,4708818,0
6342383,4708818,0
6342890,4136359,0
6342890,4136359,0
6342894,4901221,0
6342894,4901221,0
6343072,4438511,0
6343072,4438511,0
6343138,5103459,0
6343138,5103459,0
6343159,4437122,0
6343159,4437122,0
6343227,4472728,0
6343227,4472728,0
6344040,4744360,0
6344040,4744360,0
6344053,4733665,0
6344053,4733665,0
6344053,4733665,0
6344053,4733665,0
6344316,4683195,0
6344316,4683195,0
6344320,4683195,0
6344320,4683195,0
6344329,4965188,0
6344329,4965188,0
6344356,4816567,0
6344356,4816567,0
6344356,4965188,0
6344356,4965188,0
6344371,3953566,0
6344371,3953566,0
6344554,4683195,0
6344554,4683195,0
6344993,5297148,0
6344993,5297148,0
6345073,5103459,0
6345073,5103459,0
6345101,4405829,0
6345101,4405829,0
6345256,4405829,0
6345256,4405829,0
6345305,5960411,0
6345305,5960411,0
6345775,5194299,0
6345875,4437122,0
6346102,3953566,0
6346379,4889818,0
6346387,4965188,0
6346423,4415732,0
6346826,4870302,0
6347051,5297148,0
6347093,4438511,0
6347101,4575330,0
6347623,4591071,0
6347892,4017168,0
6348048,4733665,0
6348062,4733665,0
6348065,4733665,0
6348069,4391797,0
6348069,4757128,0
6348096,5290393,0
6348314,4683195,0
6348332,4237224,0
6348336,4683195,0
6348493,4683195,0
6348573,4683195,0
6348575,4816567,0
6348581,4816397,0
6348581,4816567,0
6348596,4415732,0
6348846,4295173,0
6348979,4437122,0
6349116,5103459,0
6349134,4371752,0
6349134,4405829,0
6349217,5345599,0
6349339,5960411,0
6350403,4575330,0
6350447,4683195,0
6350447,4965188,0
6350464,4757128,0
6350546,6221534,0
6350730,4816567,0
6350979,5471515,0
6351009,4969028,0
6351018,5998833,0
6351067,4356429,0
6351460,4901307,0
6351460,5103459,0
6352551,4733665,0
6352553,3953566,0
6352553,4733665,0
6352561,3953566,0
6352561,4733665,0
6353151,4736866,0
6353475,5171534,0
6353511,4295173,0
6353551,4870302,0
6353892,4405829,0
6353919,4870302,0
6354361,4575330,0
6354899,5961804,0
6355055,4733665,0
6355058,4733665,0
6355059,4733665,0
6355070,4733665,0
6355245,4816397,0
6355245,4816567,0
6355415,4683195,0
6355415,4965188,0
6355420,5171534,0
6355431,6023540,0
6355432,4683195,0
6355432,4965188,0
6355432,5077210,0
6355432,6023540,0
6355433,5171534,0
6355484,4816567,0
6355484,4965188,0
6355484,6153410,0
6356007,5639850,0
6356239,4901307,0
6356278,4136359,0
6356497,5297148,0
6356528,4901307,0
6356528,5103459,0
6356530,4438511,0
6356531,4901307,0
6356607,5103459,0
6356654,4437122,0
6356800,5046022,0
6356935,4405829,0
6357039,4901221,0
6357043,5960411,0
6357047,4970663,0
6357104,3953566,0
6358274,4733665,0
6358709,4965188,0
6358710,4237224,0
6358710,4468464,0
6358710,4816397,0
6358710,4816567,0
6358710,5179017,0
6358733,4816397,0
6358770,5290393,0
6359127,4736866,0
6359274,5471515,0
6359308,5998833,0
6359723,5061049,0
6359998,4405829,0
6360023,4136359,0
6360091,4901307,0
6360209,5960411,0
6360272,5272628,0
6360293,5297148,0
6361548,4469099,0
6361558,4733665,0
6361637,3953566,0
6361637,4733665,0
6361642,5061620,0
6361742,5527628,0
6361886,4356429,0
6361886,4539507,0
6361887,4356429,0
6361940,4683195,0
6361942,4683195,0
6361947,4683195,0
6361950,4965188,0
6361951,4683195,0
6361951,4965188,0
6361953,4893886,0
6361974,4965188,0
6362835,5061049,0
6362899,4437122,0
6362957,5297148,0
6363060,4901307,0
6363060,5103459,0
6363107,5103459,0
6363154,4405829,0
6363159,5103459,0
6363177,4437122,0
6363261,5103459,0
6364162,4591071,0
6364769,4405829,0
6364771,5184830,0
6364831,4472728,0
6365186,3983140,0
6365357,5061620,0
6365408,4816567,0
6365408,4965188,0
6365462,5998833,0
6365532,3953566,0
6365549,5518988,0
6365644,4575330,0
6365724,4683195,0
6365724,4965188,0
6365886,5471515,0
6365926,5471515,0
6366244,4901307,0
6366262,4063220,0
6366320,5471515,0
6366566,4901307,0
6366566,5103459,0
6366568,4901307,0
6366568,5103459,0
6366644,4438511,0
6366825,4575330,0
6366891,5960411,0
6367683,5527628,0
6368339,4733665,0
6368355,4733665,0
6368386,3953566,0
6368630,4391797,0
6368731,4539507,0
6368741,3953566,0
6368803,4683195,0
6368803,4965188,0
6368805,6153410,0
6368824,4683195,0
6368824,4736866,0
6368834,4683195,0
6368861,6153410,0
6369097,4683195,0
6369103,3983140,0
6369195,4683195,0
6369208,4415732,0
6369355,4733665,0
6369792,6124851,0
6369793,6124851,0
6370121,4438511,0
6370156,5103459,0
6370829,5194299,0
6371361,5527628,0
6371854,5184830,0
6371962,4733665,0
6371962,4733665,0
6371969,4733665,0
6371970,4733665,0
6371971,4733665,0
6371982,4733665,0
6372210,5061620,0
6372214,4816567,0
6372424,4683195,0
6372429,4683195,0
6372497,4816567,0
6372497,4965188,0
6373432,5572218,0
6373455,4356429,0
6373455,4539507,0
6373462,5184830,0
6373513,4437122,0
6373682,5061049,0
6373747,5297148,0
6373851,4063220,0
6373877,4901307,0
6373925,4371752,0
6373968,4641349,0
6373968,5291560,0
6374146,5046022,0
6374156,5046022,0
6374297,6108703,0
6374337,5297148,0
6375572,5184830,0
6375787,4733665,0
6375817,4683195,0
6375887,4575330,0
6376105,4539507,0
6376175,4736866,0
6376178,4683195,0
6376178,4965188,0
6376187,4965188,0
6376246,6153410,0
6376828,5961804,0
6376868,5471515,0
6377262,4136359,0
6377387,5961804,0
6377438,5061049,0
6377555,5103459,0
6377557,5103459,0
6377577,4438511,0
6377596,5290393,0
6377631,5345599,0
6377689,4405829,0
6377699,4641349,0
6377699,5291560,0
6377721,6023540,0
6377786,5103459,0
6377814,4901307,0
6377814,5103459,0
6377912,4870302,0
6377986,5960411,0
6378072,4405829,0
6378075,5960411,0
6379013,5471515,0
6379250,4464652,0
6379379,4733665,0
6379641,4310440,0
6379889,4683195,0
6379889,5171534,0
6379895,4683195,0
6379895,4965188,0
6379895,5077210,0
6379903,4468464,0
6379930,4683195,0
6380368,4415732,0
6380378,4415732,0
6380457,4733665,0
6380530,5471515,0
6380687,4356429,0
6380687,4539507,0
6380880,5471515,0
6380975,6199042,0
6380997,5132826,0
6381225,5103459,0
6381245,4438511,0
6381264,4901307,0
6381341,5103459,0
6381366,4641349,0
6381372,4437122,0
6381375,4641349,0
6381510,5960411,0
6381644,5960411,0
6381662,4405829,0
6381699,4405829,0
6381699,4799258,0
6381728,5103459,0
6383075,5184830,0
6383080,5184830,0
6383177,5595568,0
6383209,4472728,0
6383480,5061620,0
6383745,4683195,0
6383753,4683195,0
6383753,4965188,0
6383754,6023540,0
6384099,4053845,0
6384099,4704583,0
6384099,4784135,0
6384744,5960411,0
6384818,4356429,0
6384818,4539507,0
6384861,6199042,0
6385203,4438511,0
6385210,4063220,0
6385264,4901307,0
6385264,5103459,0
6385303,4371752,0
6385642,5960411,0
6385688,5297148,0
6385723,4405829,0
6387089,4784135,0
6387258,3983140,0
6387623,4965188,0
6387625,4683195,0
6387625,4965188,0
6387628,4683195,0
6387632,4893886,0
6387645,4683195,0
6387645,4965188,0
6387707,6023540,0
6387722,5290393,0
6387924,3983140,0
6388241,5471515,0
6388242,5471515,0
6388243,5471515,0
6388286,5998833,0
6388997,4901307,0
6388997,5103459,0
6389002,4901307,0
6389056,5103459,0
6389059,5103459,0
6389065,4438511,0
6389136,4405829,0
6389138,5103459,0
6389157,5291560,0
6389379,4870302,0
6389403,4405829,0
6389478,4128880,0
6389506,4438511,0
6389538,4405829,0
6389572,5272628,0
6391032,4733665,0
6391032,4733665,0
6391052,4733665,0
6391245,4575330,0
6391245,5061049,0
6391482,4539507,0
6391494,5389472,0
6391544,4683195,0
6391592,4683195,0
6391622,4889818,0
6391622,4965188,0
6391640,4965188,0
6392025,4683195,0
6392027,4683195,0
6392109,4310440,0
6392233,5471515,0
6392250,4356429,0
6392250,4539507,0
6392785,5961804,0
6392786,5961804,0
6392786,6124851,0
6393145,4136359,0
6393257,4901307,0
6393257,5103459,0
6393394,4901307,0
6393394,5103459,0
6393513,5297148,0
6393540,5297148,0
6395008,4733665,0
6395073,3953566,0
6395159,3953566,0
6395276,4816567,0
6395409,4539507,0
6395410,4539507,0
6395472,4683195,0
6395491,4965188,0
6395491,6023540,0
6395495,4708818,0
6395497,4816397,0
6395497,4816567,0
6395515,4816567,0
6395517,4415732,0
6395517,4683195,0
6395517,4965188,0
6395539,4683195,0
6395547,4816567,0
6395547,4965188,0
6395948,4827064,0
6395966,4708818,0
6396025,4575330,0
6396053,5061049,0
6396505,4136359,0
6396530,5061049,0
6396620,5061049,0
6396804,4901307,0
6396804,5103459,0
6396819,4901307,0
6396824,4901307,0
6396824,5103459,0
6396826,5103459,0
6396867,4901307,0
6396867,5103459,0
6396926,4405829,0
6396949,4641349,0
6397070,4901307,0
6397070,5103459,0
6397150,5171534,0
6397155,4901221,0
6397175,4901307,0
6397175,5103459,0
6397259,5272628,0
6397261,4405829,0
6397314,5297148,0
6398245,4405829,0
6398727,4901221,0
6398752,4733665,0
6399010,4575330,0
6399144,4733665,0
6399221,4539507,0
6399301,4965188,0
6399358,4736866,0
6399389,5171534,0
6399550,4827064,0
6399756,4415732,0
6399760,4965188,0
6399762,4816397,0
6399762,4816567,0
6399765,4415732,0
6399831,4415732,0
6399861,4708818,0
6400284,4464652,0
6400315,4901307,0
6400823,4405829,0
6400823,4799258,0
6400827,5103459,0
6400835,5291560,0
6401112,5272628,0
6401206,4405829,0
6402328,5471515,0
6402579,4539507,0
6402618,4438511,0
6402777,4733665,0
6402779,3953566,0
6403030,5780860,0
6403239,4539507,0
6403311,5171534,0
6403320,4683195,0
6403320,4965188,0
6403320,5077210,0
6403338,4889818,0
6403338,4965188,0
6403341,4683195,0
6403764,5514646,0
6403771,4816397,0
6403781,4415732,0
6403812,5171534,0
6403942,5471515,0
6403957,4683195,0
6403957,4965188,0
6403957,5077210,0
6403957,5171534,0
6404415,4464652,0
6404732,4901307,0
6404732,5103459,0
6404760,4901307,0
6404760,5103459,0
6404828,5103459,0
6404858,4371752,0
6404890,4405829,0
6404898,5103459,0
6404903,4641349,0
6404903,5291560,0
6405073,4472728,0
6405167,6124851,0
6405167,6199042,0
6405181,5960411,0
6405218,5272628,0
6405219,6108703,0
6405230,4213187,0
6405252,6108703,0
6405299,4870302,0
6406111,4437122,0
6406489,4733665,0
6406521,4310440,0
6406586,5194299,0
6406658,4575330,0
6406694,4816397,0
6406694,4816567,0
6406841,4683195,0
6406845,6023540,0
6406855,4816567,0
6406855,4965188,0
6406855,6153410,0
6406857,4683195,0
6406865,4816397,0
6406865,4816567,0
6406893,4889818,0
6406893,4965188,0
6406905,5171534,0
6406931,5290393,0
6407062,4965188,0
6407213,4816567,0
6407216,4736866,0
6407216,4816567,0
6407269,4310440,0
6407440,5471515,0
6407766,5061049,0
6407989,5103459,0
6407990,4901307,0
6408082,5103459,0
6408331,5103459,0
6408388,4799258,0
6408429,4901221,0
6408854,4468464,0
6408854,5514646,0
6409718,4784135,0
6409718,5108388,0
6409741,4733665,0
6409750,4733665,0
6409751,4733665,0
6409752,4733665,0
6410201,4539507,0
6410219,4683195,0
6410220,4237224,0
6410220,4683195,0
6410229,4683195,0
6410276,4683195,0
6410310,4010078,0
6410326,4708818,0
6410645,4757128,0
6410721,4683195,0
6411546,5297148,0
6411682,4371752,0
6411715,4405829,0
6411725,5103459,0
6411974,5272628,0
6412040,5297148,0
6412594,4591071,0
6412658,5960411,0
6413269,4733665,0
6413270,3953566,0
6413270,4733665,0
6413718,4683195,0
6413718,4889818,0
6413718,4965188,0
6413718,5171534,0
6413774,4965188,0
6413780,4683195,0
6413780,4965188,0
6413782,5171534,0
6413827,3953566,0
6414135,4415732,0
6414292,5471515,0
6414342,5471515,0
6414433,5961804,0
6414514,4870302,0
6414874,5297148,0
6414876,5297148,0
6415032,4405829,0
6415447,3953566,0
6416529,4733665,0
6416535,4733665,0
6416539,4733665,0
6416540,4733665,0
6416545,4733665,0
6416778,4391797,0
6416850,4575330,0
6416949,4965188,0
6416952,4683195,0
6416952,4965188,0
6416952,5077210,0
6416996,4237224,0
6416998,4736866,0
6417337,4816397,0
6417690,4870302,0
6417843,4464652,0
6417892,5132826,0
6418147,4901307,0
6418382,5171534,0
6418421,4405829,0
6418558,4438511,0
6418754,3994711,0
6419692,4391797,0
6419709,4757128,0
6419821,5780860,0
6420031,4356429,0
6420055,4539507,0
6420140,4816397,0
6420140,4816567,0
6420143,4683195,0
6420143,4889818,0
6420143,4965188,0
6420144,4683195,0
6420144,4889818,0
6420169,4965188,0
6420175,4816567,0
6420231,5297148,0
6420417,3983140,0
6420428,4683195,0
6420551,4415732,0
6420618,4827064,0
6421082,6124851,0
6421085,5471515,0
6421131,5132826,0
6421251,4870302,0
6421279,5297148,0
6421327,4901307,0
6421327,5103459,0
6421336,5103459,0
6421368,4901307,0
6421368,5103459,0
6421609,5572218,0
6423031,4733665,0
6423091,4733665,0
6423497,4683195,0
6423542,6153410,0
6423698,4235893,0
6423751,3983140,0
6423836,4683195,0
6423994,5471515,0
6424093,4356429,0
6424093,4539507,0
6424369,5471515,0
6424618,5103459,0
6424619,4901307,0
6424619,5103459,0
6424703,4371752,0
6424703,4405829,0
6424714,4405829,0
6424717,4405829,0
6424725,5103459,0
6424727,4641349,0
6424727,5291560,0
6424831,4901307,0
6424885,5046022,0
6424991,5272628,0
6425068,4870302,0
6425120,4901221,0
6425121,4901221,0
6425855,4733665,0
6425898,4733665,0
6425908,4733665,0
6426073,4708818,0
6426185,4415732,0
6426185,4683195,0
6426191,4683195,0
6426191,4965188,0
6426339,4164560,0
6426339,4757128,0
6426840,4575330,0
6426960,4901307,0
6426960,5103459,0
6426977,5103459,0
6427126,5171534,0
6427681,4468464,0
6427681,5514646,0
6428571,3953566,0
6428896,3953566,0
6428912,4356429,0
6428912,4539507,0
6428952,4708818,0
6428955,4683195,0
6428955,5077210,0
6428964,4683195,0
6428969,4736866,0
6429025,5171534,0
6429027,6023540,0
6429109,4115914,0
6429286,5811097,0
6429353,4736866,0
6429388,5527628,0
6429451,4356429,0
6429451,4539507,0
6429470,5471515,0
6429594,5471515,0
6429601,4539507,0
6429848,4464652,0
6429962,5132826,0
6430302,5103459,0
6430392,4901307,0
6430504,5572218,0
6430589,4128880,0
6430618,6108703,0
6431166,4468464,0
6431166,5514646,0
6431167,4468464,0
6431167,5514646,0
6431935,5961804,0
6432116,4733665,0
6432126,4733665,0
6432131,4733665,0
6432133,4733665,0
6432361,5171534,0
6432634,5171534,0
6432677,4468464,0
6432931,3983140,0
6433051,5194299,0
6433137,4683195,0
6433358,4356429,0
6433580,4870302,0
6434034,5297148,0
6434120,4438511,0
6434223,4371752,0
6434223,4405829,0
6434406,4901307,0
6434406,5103459,0
6434462,5572218,0
6434515,5291560,0
6434598,5272628,0
6435969,5184830,0
6436094,5595568,0
6436106,5595568,0
6436107,4128880,0
6436132,4733665,0
6436133,4733665,0
6436134,4733665,0
6436135,3953566,0
6436222,4356429,0
6436222,4539507,0
6436499,5194299,0
6436559,4539507,0
6436633,4683195,0
6436638,4683195,0
6436638,4965188,0
6436677,4683195,0
6436677,4889818,0
6436677,4965188,0
6436730,5527628,0
6437114,4683195,0
6437285,4676586,0
6437307,5471515,0
6437386,5998833,0
6437805,4901221,0
6438273,4437122,0
6438615,4901221,0
6439956,5184830,0
6440093,4469099,0
6440252,5961804,0
6440284,5171534,0
6440664,5171534,0
6440667,4683195,0
6440667,4965188,0
6440667,5077210,0
6440667,6023540,0
6440668,4965188,0
6440676,4683195,0
6440707,4683195,0
6440715,4683195,0
6440715,4889818,0
6440722,4889818,0
6440722,4965188,0
6440880,5194299,0
6440943,4415732,0
6441150,4415732,0
6441156,4683195,0
6441156,4965188,0
6441161,4415732,0
6441261,4310440,0
6441338,4575330,0
6441454,5998833,0
6441848,5471515,0
6442190,4901307,0
6442336,4131919,0
6442626,4405829,0
6442689,4405829,0
6443941,4733665,0
6443942,5077210,0
6443979,4733665,0
6443982,4733665,0
6444424,4889818,0
6444461,4889818,0
6444461,4965188,0
6444468,4816567,0
6444468,4965188,0
6444712,4310440,0
6444869,4310440,0
6445014,5471515,0
6445106,5061049,0
6445374,5961804,0
6445489,5961804,0
6445505,5061049,0
6445859,5960411,0
6445921,4901307,0
6445929,4901307,0
6445929,5103459,0
6446041,6199042,0
6446048,5960411,0
6446133,6108703,0
6446179,5297148,0
6446218,6108703,0
6446223,5297148,0
6447126,5061049,0
6447521,4733665,0
6447522,4733665,0
6447531,4733665,0
6447585,5780860,0
6447721,5780860,0
6447724,5171534,0
6447771,4683195,0
6447771,4965188,0
6448021,4816397,0
6448021,4816567,0
6448047,4683195,0
6448066,4965188,0
6448078,4736866,0
6448458,4310440,0
6448808,4870302,0
6449010,5572218,0
6449346,4371752,0
6449346,4405829,0
6449396,4437122,0
6449477,4901307,0
6449490,5345599,0
6450641,4784135,0
